product_id,product_name,category,brand,manufacturing_country,market_region,transport_mode,distance_km,unit_weight_kg,material_1,material_share_1,material_2,material_share_2,manufacturing_energy_kwh,packaging_type,recycled_content_pct,certification,price_usd,co2e_total_kg,co2e_material_kg,co2e_manufacturing_kg,co2e_transport_kg,co2e_packaging_kg,climate_score,destination_country,distance_km_raw
P0264,ZenPhone Smartphone,smartphone,ZenPhone,china,usa_east,ship,11280.0,0.25,glass,0.879,lithium_ion_battery,0.121,4.73,cardboard_box,45.4,bluesign,1287.51,6.484,0.627,5.133,0.045,0.25,C,usa,12000
P0265,StoneWash Jeans,jeans,StoneWash,china,usa_west,ship,11280.0,0.794,cotton,0.861,organic_cotton,0.139,2.03,cardboard_box,0.8,energy_star,108.46,5.323,1.612,3.459,0.125,0.25,D,usa,10500
P0266,AquaGo Water Bottle,water_bottle,AquaGo,usa,india,ship,13026.0,0.054,plastic_pet,1.0,,0.0,0.23,plastic_wrap,3.6,none,5.65,1.544,0.146,1.29,0.011,0.18,A,india,13000
P0267,PulseTech Laptop,laptop,PulseTech,taiwan,india,ship,4303.0,1.42,lithium_ion_battery,0.786,aluminum,0.214,10.99,plastic_wrap,61.9,bluesign,1587.2,24.24,16.888,7.095,0.092,0.18,D,india,4300
P0268,NovaByte Laptop,laptop,NovaByte,south_korea,india,ship,4915.0,1.299,silicon_chip,0.613,lithium_ion_battery,0.387,8.44,cardboard_box,9.0,fair_trade,877.57,51.335,41.865,5.182,0.092,0.25,E,india,4700
P0269,EarthFit Jeans,jeans,EarthFit,china,usa_east,air,11280.0,0.774,cotton,0.656,organic_cotton,0.344,2.57,cardboard_box,31.9,energy_star,71.88,17.005,1.492,3.793,11.146,0.25,F,usa,12000
P0270,EcoThread T Shirt,t_shirt,EcoThread,india,southeast_asia,ship,3624.0,0.156,cotton,0.679,organic_cotton,0.321,0.76,cardboard_box,24.9,energy_star,25.5,2.73,0.303,2.532,0.007,0.25,B,singapore,3000
P0271,StepWise Sneakers,sneakers,StepWise,china,india,ship,2842.0,0.854,recycled_polyester,0.674,leather,0.326,3.22,none,10.9,none,47.59,8.179,5.903,4.196,0.049,0.0,C,india,3800
P0272,UrbanBasic T Shirt,t_shirt,UrbanBasic,india,usa_east,ship,13026.0,0.265,polyester,0.76,cotton,0.24,0.83,recycled_cardboard_box,19.7,none,40.72,4.098,1.241,2.581,0.056,0.16,E,usa,14000
P0273,RunNova Sneakers,sneakers,RunNova,mexico,usa_east,ship,1840.0,1.031,leather,0.827,recycled_polyester,0.173,2.99,cardboard_box,52.6,gots,85.37,18.702,13.325,2.716,0.049,0.25,F,usa,3200
P0274,CottonCloud T Shirt,t_shirt,CottonCloud,india,usa_west,ship,13026.0,0.174,organic_cotton,0.727,cotton,0.273,0.62,plastic_wrap,24.8,none,29.58,2.677,0.302,2.434,0.034,0.18,B,usa,13000
P0275,SkyCompute Laptop,laptop,SkyCompute,taiwan,usa_east,ship,11847.0,1.746,recycled_aluminum,0.797,lithium_ion_battery,0.203,10.45,cardboard_box,14.2,none,1613.83,17.949,11.211,6.825,0.327,0.25,C,usa,12500
P0276,SkyCompute Laptop,laptop,SkyCompute,usa,usa_west,truck,0.0,1.89,lithium_ion_battery,0.734,recycled_aluminum,0.266,9.88,cardboard_box,8.9,none,761.5,24.813,19.161,5.053,0.272,0.25,D,usa,1200
P0277,TerraMobile Smartphone,smartphone,TerraMobile,vietnam,usa_west,ship,13407.0,0.248,lithium_ion_battery,0.877,silicon_chip,0.123,6.26,cardboard_box,8.8,none,394.98,9.814,3.983,5.343,0.045,0.25,E,usa,12000
P0278,BlueRiver Jeans,jeans,BlueRiver,vietnam,southeast_asia,rail,1502.0,0.767,cotton,0.783,organic_cotton,0.217,2.75,recycled_cardboard_box,1.7,bluesign,92.36,5.418,1.527,3.412,0.041,0.16,D,singapore,1800
P0279,RunNova Sneakers,sneakers,RunNova,mexico,usa_west,truck,1840.0,0.659,polyester,0.726,recycled_polyester,0.274,2.13,cardboard_box,26.5,fsc,55.3,5.377,3.173,2.337,0.174,0.25,A,usa,2200
P0280,DenimForge Jeans,jeans,DenimForge,turkey,india,ship,4460.0,0.565,cotton,0.763,organic_cotton,0.237,2.37,none,54.1,none,86.52,3.657,1.12,2.472,0.038,0.0,B,india,4500
P0281,StreetPulse Sneakers,sneakers,StreetPulse,india,usa_west,ship,13026.0,0.864,leather,0.602,polyester,0.398,3.43,cardboard_box,13.6,none,154.04,13.956,9.693,4.401,0.168,0.25,E,usa,13000
P0282,EcoThread T Shirt,t_shirt,EcoThread,vietnam,europe_west,ship,9329.0,0.271,polyester,0.878,organic_cotton,0.122,1.04,recycled_cardboard_box,19.5,fair_trade,19.47,4.236,1.362,2.472,0.039,0.16,E,germany,9500
P0283,TerraBook Laptop,laptop,TerraBook,taiwan,southeast_asia,truck,3100.0,2.055,lithium_ion_battery,0.739,steel,0.261,9.16,cardboard_box,31.5,energy_star,1638.55,26.981,19.457,6.18,0.469,0.25,D,singapore,1900
P0284,SkyCompute Laptop,laptop,SkyCompute,china,europe_west,ship,7223.0,1.433,aluminum,0.701,plastic_pet,0.299,10.07,plastic_wrap,36.5,bluesign,985.12,22.948,12.709,8.443,0.172,0.18,D,germany,8000
P0285,LeafCell Smartphone,smartphone,LeafCell,south_korea,europe_west,air,8517.0,0.172,aluminum,0.693,plastic_pet,0.307,4.48,cardboard_box,51.3,none,359.08,6.436,1.513,3.361,1.816,0.25,C,germany,8800
P0286,GreenLoop T Shirt,t_shirt,GreenLoop,vietnam,usa_west,ship,13407.0,0.191,polyester,0.745,recycled_polyester,0.255,0.95,cardboard_box,47.8,energy_star,18.28,3.395,0.929,2.422,0.034,0.25,C,usa,12000
P0287,EcoThread T Shirt,t_shirt,EcoThread,bangladesh,europe_west,ship,7289.0,0.291,recycled_polyester,0.857,polyester,0.143,1.18,cardboard_box,46.6,none,29.13,3.631,0.977,2.532,0.033,0.25,D,germany,7600
P0288,StepWise Sneakers,sneakers,StepWise,india,india,rail,0.0,1.024,recycled_polyester,0.626,leather,0.374,3.19,cardboard_box,10.9,bluesign,57.73,11.832,7.668,4.233,0.025,0.25,D,india,800
P0289,DenimForge Jeans,jeans,DenimForge,india,usa_east,ship,13026.0,0.667,organic_cotton,0.819,cotton,0.181,2.07,plastic_wrap,0.0,fair_trade,49.11,4.687,1.128,3.449,0.14,0.18,C,usa,14000
P0290,SkyCompute Laptop,laptop,SkyCompute,south_korea,europe_west,ship,8517.0,1.622,recycled_aluminum,0.843,recycled_plastic_pet,0.157,13.61,recycled_cardboard_box,21.4,fair_trade,1448.37,14.059,7.27,7.561,0.214,0.16,B,germany,8800
P0291,StoneWash Jeans,jeans,StoneWash,vietnam,usa_west,air,13407.0,0.578,organic_cotton,0.665,cotton,0.335,2.15,plastic_wrap,44.4,bluesign,71.17,12.163,1.022,3.082,8.323,0.18,F,usa,12000
P0292,ClearSpring Water Bottle,water_bottle,ClearSpring,usa,europe_west,ship,7783.0,0.065,recycled_plastic_pet,1.0,,0.0,0.31,cardboard_box,20.4,fsc,5.03,1.523,0.11,1.321,0.006,0.25,A,germany,6500
P0293,SkyCompute Laptop,laptop,SkyCompute,taiwan,europe_west,ship,9296.0,2.135,plastic_pet,0.677,silicon_chip,0.323,13.41,cardboard_box,26.7,bluesign,698.49,46.361,34.935,8.305,0.304,0.25,E,germany,9500
P0294,SparkOne Smartphone,smartphone,SparkOne,vietnam,usa_west,ship,13407.0,0.189,plastic_pet,0.661,glass,0.339,4.53,plastic_wrap,21.9,none,483.87,4.869,0.414,4.392,0.034,0.18,B,usa,12000
P0295,GreenLoop T Shirt,t_shirt,GreenLoop,vietnam,india,ship,3266.0,0.214,organic_cotton,0.761,cotton,0.239,0.82,none,19.9,none,21.13,2.52,0.368,2.351,0.01,0.0,A,india,3200
P0296,DenimForge Jeans,jeans,DenimForge,china,usa_west,ship,11280.0,0.838,cotton,0.801,organic_cotton,0.199,2.13,recycled_cardboard_box,51.8,none,112.5,5.541,1.676,3.521,0.132,0.16,E,usa,10500
P0297,SkyCompute Laptop,laptop,SkyCompute,china,usa_west,ship,11280.0,1.438,silicon_chip,0.886,recycled_plastic_pet,0.114,11.05,cardboard_box,0.0,none,591.48,60.603,57.612,9.051,0.226,0.25,F,usa,10500
P0298,AquaGo Water Bottle,water_bottle,AquaGo,usa,usa_west,rail,0.0,0.063,plastic_pet,1.0,,0.0,0.44,recycled_cardboard_box,54.4,gots,5.63,1.739,0.17,1.372,0.002,0.16,C,usa,1200
P0299,CottonCloud T Shirt,t_shirt,CottonCloud,india,europe_west,ship,6540.0,0.222,recycled_polyester,0.668,cotton,0.332,1.01,plastic_wrap,11.2,fsc,30.09,3.432,0.6,2.707,0.023,0.18,D,germany,7000
P0300,EarthFit Jeans,jeans,EarthFit,india,usa_west,ship,13026.0,0.693,cotton,0.686,organic_cotton,0.314,1.67,cardboard_box,24.8,bluesign,71.43,5.402,1.346,3.169,0.135,0.25,D,usa,13000
P0301,EarthFit Jeans,jeans,EarthFit,mexico,europe_west,ship,9448.0,0.547,organic_cotton,0.795,cotton,0.205,1.52,recycled_cardboard_box,42.1,none,72.66,3.334,0.931,2.069,0.074,0.16,A,germany,9000
P0302,CottonCloud T Shirt,t_shirt,CottonCloud,bangladesh,southeast_asia,ship,2880.0,0.178,polyester,0.776,cotton,0.224,1.1,cardboard_box,0.0,none,12.4,3.412,0.843,2.482,0.009,0.25,C,singapore,3200
P0303,HydroPop Water Bottle,water_bottle,HydroPop,china,usa_east,ship,11280.0,0.035,plastic_pet,1.0,,0.0,0.44,cardboard_box,24.5,energy_star,3.59,2.971,0.095,2.473,0.006,0.25,F,usa,12000
P0304,DenimForge Jeans,jeans,DenimForge,china,india,air,2842.0,0.788,cotton,0.858,organic_cotton,0.142,1.58,cardboard_box,35.8,none,95.14,8.675,1.599,3.18,3.593,0.25,F,india,3800
P0305,SkyCompute Laptop,laptop,SkyCompute,south_korea,india,ship,4915.0,1.995,lithium_ion_battery,0.758,plastic_pet,0.242,9.52,cardboard_box,24.9,none,1259.65,26.501,19.45,5.679,0.141,0.25,D,india,4700
P0306,SkyCompute Laptop,laptop,SkyCompute,taiwan,india,truck,4303.0,2.131,recycled_aluminum,0.847,recycled_plastic_pet,0.153,8.04,recycled_cardboard_box,29.9,none,1336.41,13.404,9.579,5.62,1.1,0.16,B,india,4300
P0307,BlueRiver Jeans,jeans,BlueRiver,vietnam,europe_west,ship,9329.0,0.58,cotton,0.876,organic_cotton,0.124,1.96,cardboard_box,51.0,none,35.41,4.365,1.182,2.978,0.083,0.25,C,germany,9500
P0308,TerraBook Laptop,laptop,TerraBook,taiwan,europe_west,ship,9296.0,1.879,recycled_aluminum,0.723,plastic_pet,0.277,11.91,cardboard_box,57.8,energy_star,1753.08,15.811,8.198,7.555,0.268,0.25,B,germany,9500
P0309,EarthFit Jeans,jeans,EarthFit,china,europe_west,air,7223.0,0.857,cotton,0.883,organic_cotton,0.117,1.97,none,21.0,fsc,60.64,14.41,1.75,3.421,8.227,0.0,F,germany,8000
P0310,DenimForge Jeans,jeans,DenimForge,india,usa_east,ship,13026.0,0.562,cotton,0.757,organic_cotton,0.243,2.53,plastic_wrap,35.0,none,51.77,4.838,1.112,3.771,0.118,0.18,D,usa,14000
P0311,SkyCompute Laptop,laptop,SkyCompute,taiwan,usa_east,ship,11847.0,1.496,plastic_pet,0.794,recycled_plastic_pet,0.206,10.77,cardboard_box,34.1,none,1546.44,11.465,3.731,6.985,0.28,0.25,A,usa,12500
P0312,SkyCompute Laptop,laptop,SkyCompute,china,usa_west,ship,11280.0,1.96,recycled_plastic_pet,0.693,aluminum,0.307,12.99,plastic_wrap,36.0,fair_trade,857.66,19.733,9.229,10.254,0.309,0.18,C,usa,10500
P0313,StreetPulse Sneakers,sneakers,StreetPulse,india,usa_east,ship,13026.0,0.873,rubber,0.749,polyester,0.251,3.39,none,64.8,none,80.47,7.251,3.363,4.373,0.183,0.0,C,usa,14000
P0314,StreetPulse Sneakers,sneakers,StreetPulse,vietnam,usa_west,ship,13407.0,0.84,rubber,0.602,recycled_polyester,0.398,3.02,none,0.0,none,119.77,6.157,2.672,3.561,0.151,0.0,A,usa,12000
P0315,SparkOne Smartphone,smartphone,SparkOne,china,usa_east,air,11280.0,0.169,plastic_pet,0.644,aluminum,0.356,6.45,cardboard_box,11.9,energy_star,430.63,10.173,0.986,6.199,2.434,0.25,E,usa,12000
P0316,EcoThread T Shirt,t_shirt,EcoThread,turkey,india,air,4460.0,0.175,polyester,0.754,cotton,0.246,0.94,plastic_wrap,17.3,none,39.01,3.774,0.816,1.885,0.945,0.18,E,india,4500
P0317,LeafCell Smartphone,smartphone,LeafCell,taiwan,usa_east,ship,11847.0,0.176,recycled_plastic_pet,0.794,aluminum,0.206,4.96,recycled_cardboard_box,0.0,energy_star,389.76,4.868,0.655,4.08,0.033,0.16,B,usa,12500
P0318,TerraMobile Smartphone,smartphone,TerraMobile,vietnam,india,ship,3266.0,0.169,recycled_plastic_pet,0.754,glass,0.246,3.61,recycled_cardboard_box,56.4,none,579.86,4.292,0.267,3.886,0.008,0.16,A,india,3200
P0319,TerraMobile Smartphone,smartphone,TerraMobile,china,europe_west,ship,7223.0,0.238,recycled_aluminum,0.601,aluminum,0.399,5.27,plastic_wrap,18.4,none,1175.79,7.509,1.807,5.467,0.029,0.18,D,germany,8000
P0320,EcoSole Sneakers,sneakers,EcoSole,india,southeast_asia,ship,3624.0,1.013,polyester,0.789,rubber,0.211,2.18,plastic_wrap,5.4,none,107.57,9.002,5.101,3.526,0.046,0.18,D,singapore,3000
P0321,AquaGo Water Bottle,water_bottle,AquaGo,mexico,europe_west,air,9448.0,0.031,plastic_pet,1.0,,0.0,0.49,plastic_wrap,34.9,none,3.61,2.199,0.084,1.616,0.335,0.18,D,germany,9000
P0322,EcoSole Sneakers,sneakers,EcoSole,china,india,truck,2842.0,0.841,recycled_polyester,0.727,rubber,0.273,3.44,none,60.0,none,133.85,6.649,2.592,4.333,0.383,0.0,B,india,3800
P0323,RunNova Sneakers,sneakers,RunNova,china,usa_east,ship,11280.0,0.717,leather,0.628,rubber,0.372,2.39,none,25.8,fsc,77.04,11.275,7.634,3.682,0.129,0.0,D,usa,12000
P0324,BlueRiver Jeans,jeans,BlueRiver,turkey,europe_west,ship,2354.0,0.524,cotton,0.809,organic_cotton,0.191,1.96,recycled_cardboard_box,0.0,none,79.02,3.545,1.05,2.304,0.02,0.16,A,germany,2500
P0325,TerraBook Laptop,laptop,TerraBook,south_korea,usa_west,air,10295.0,1.33,plastic_pet,0.863,silicon_chip,0.137,10.16,cardboard_box,0.0,fair_trade,1419.14,37.571,11.298,5.974,16.758,0.25,E,usa,10500
P0326,StreetPulse Sneakers,sneakers,StreetPulse,india,usa_east,ship,13026.0,0.807,leather,0.844,polyester,0.156,3.2,plastic_wrap,2.3,fair_trade,88.52,14.532,10.909,4.24,0.169,0.18,E,usa,14000
P0327,RunNova Sneakers,sneakers,RunNova,vietnam,india,ship,3266.0,0.882,leather,0.613,rubber,0.387,2.18,recycled_cardboard_box,23.9,none,141.08,13.683,9.236,3.099,0.042,0.16,E,india,3200
P0328,ZenPhone Smartphone,smartphone,ZenPhone,china,usa_west,ship,11280.0,0.152,aluminum,0.632,glass,0.368,6.18,cardboard_box,10.7,energy_star,1098.55,7.218,1.172,6.032,0.024,0.25,C,usa,10500
P0329,LeafCell Smartphone,smartphone,LeafCell,taiwan,india,air,4303.0,0.171,plastic_pet,0.821,recycled_aluminum,0.179,5.12,recycled_cardboard_box,25.2,none,815.44,6.268,0.532,4.16,0.882,0.16,C,india,4300
P0330,PulseTech Laptop,laptop,PulseTech,china,europe_west,ship,7223.0,2.009,plastic_pet,0.667,steel,0.333,13.36,recycled_cardboard_box,37.9,none,874.77,14.028,5.157,10.483,0.241,0.16,B,germany,8000
P0331,UrbanBasic T Shirt,t_shirt,UrbanBasic,bangladesh,usa_west,ship,12894.0,0.28,recycled_polyester,0.877,cotton,0.123,1.13,cardboard_box,18.5,fair_trade,16.2,3.546,0.809,2.501,0.057,0.25,D,usa,13500
P0332,UrbanBasic T Shirt,t_shirt,UrbanBasic,china,southeast_asia,air,3842.0,0.234,cotton,0.893,polyester,0.107,0.92,none,20.2,none,34.32,3.469,0.577,2.77,0.702,0.0,D,singapore,2500
P0333,UrbanBasic T Shirt,t_shirt,UrbanBasic,bangladesh,europe_west,ship,7289.0,0.16,polyester,0.684,organic_cotton,0.316,1.15,none,9.3,none,26.35,2.926,0.683,2.513,0.018,0.0,B,germany,7600
P0334,UrbanBasic T Shirt,t_shirt,UrbanBasic,turkey,southeast_asia,ship,8078.0,0.225,cotton,0.858,polyester,0.142,0.67,cardboard_box,13.1,none,21.68,2.554,0.581,1.775,0.025,0.25,A,singapore,7500
P0335,AquaGo Water Bottle,water_bottle,AquaGo,china,usa_west,ship,11280.0,0.035,plastic_pet,1.0,,0.0,0.46,plastic_wrap,4.5,none,4.97,2.837,0.095,2.485,0.006,0.18,E,usa,10500
P0336,SparkOne Smartphone,smartphone,SparkOne,taiwan,usa_west,ship,11847.0,0.171,lithium_ion_battery,0.602,glass,0.398,4.61,cardboard_box,14.8,none,905.99,5.227,1.317,3.905,0.028,0.25,B,usa,11000
P0337,CottonCloud T Shirt,t_shirt,CottonCloud,india,usa_east,ship,13026.0,0.248,cotton,0.832,organic_cotton,0.168,0.83,recycled_cardboard_box,23.8,fair_trade,28.15,3.331,0.5,2.581,0.052,0.16,C,usa,14000
P0338,EcoThread T Shirt,t_shirt,EcoThread,vietnam,europe_west,air,9329.0,0.296,polyester,0.693,recycled_polyester,0.307,1.02,cardboard_box,13.0,energy_star,41.39,7.093,1.401,2.461,3.374,0.25,F,germany,9500
P0339,EcoThread T Shirt,t_shirt,EcoThread,china,usa_east,ship,11280.0,0.204,polyester,0.742,organic_cotton,0.258,0.91,plastic_wrap,37.2,none,27.25,4.261,0.917,2.764,0.037,0.18,E,usa,12000
P0340,ZenPhone Smartphone,smartphone,ZenPhone,south_korea,india,ship,4915.0,0.2,recycled_plastic_pet,0.731,silicon_chip,0.269,6.0,recycled_cardboard_box,0.0,bluesign,549.77,6.641,2.67,4.06,0.014,0.16,C,india,4700
P0341,SparkOne Smartphone,smartphone,SparkOne,taiwan,southeast_asia,rail,3100.0,0.197,aluminum,0.707,recycled_aluminum,0.293,5.92,plastic_wrap,31.3,gots,691.38,7.401,1.89,4.56,0.011,0.18,D,singapore,1900
P0342,CottonCloud T Shirt,t_shirt,CottonCloud,bangladesh,usa_east,ship,12894.0,0.298,organic_cotton,0.742,polyester,0.258,0.6,plastic_wrap,16.9,none,30.36,3.528,0.777,2.172,0.065,0.18,D,usa,14500
P0343,EcoThread T Shirt,t_shirt,EcoThread,turkey,southeast_asia,ship,8078.0,0.156,recycled_polyester,0.849,polyester,0.151,0.7,recycled_cardboard_box,1.1,bluesign,44.32,2.348,0.527,1.787,0.018,0.16,A,singapore,7500
P0344,GreenLoop T Shirt,t_shirt,GreenLoop,bangladesh,india,truck,1186.0,0.177,organic_cotton,0.745,cotton,0.255,0.86,recycled_cardboard_box,25.9,bluesign,26.27,2.904,0.306,2.333,0.025,0.16,B,india,1200
P0345,EcoThread T Shirt,t_shirt,EcoThread,turkey,southeast_asia,ship,8078.0,0.293,polyester,0.894,cotton,0.106,0.76,recycled_cardboard_box,22.4,none,44.38,3.402,1.506,1.812,0.033,0.16,C,singapore,7500
P0346,TerraMobile Smartphone,smartphone,TerraMobile,china,usa_east,ship,11280.0,0.159,silicon_chip,0.654,plastic_pet,0.346,5.78,cardboard_box,44.8,fair_trade,890.01,11.811,4.828,5.784,0.029,0.25,E,usa,12000
P0347,LeafCell Smartphone,smartphone,LeafCell,south_korea,india,ship,4915.0,0.153,aluminum,0.735,silicon_chip,0.265,4.62,cardboard_box,30.1,none,898.54,6.915,3.118,3.425,0.011,0.25,C,india,4700
P0348,EcoSole Sneakers,sneakers,EcoSole,india,india,truck,0.0,0.856,polyester,0.798,leather,0.202,2.06,none,21.5,fair_trade,127.29,10.922,6.351,3.442,0.082,0.0,D,india,800
P0349,HydroPop Water Bottle,water_bottle,HydroPop,mexico,southeast_asia,air,16035.0,0.08,plastic_pet,1.0,,0.0,0.35,recycled_cardboard_box,60.0,none,5.14,3.275,0.216,1.554,1.392,0.16,F,singapore,14500
P0350,PulseTech Laptop,laptop,PulseTech,usa,india,air,13026.0,2.038,steel,0.619,aluminum,0.381,8.85,cardboard_box,17.2,none,1721.01,47.512,11.831,4.651,31.793,0.25,E,india,13000
P9001,NeuroCore AI GPU Chip,ai_gpu_chip,NeuroCore,taiwan,usa_west,air,11847.0,0.082,silicon_mix,0.68,electronics_mix,0.32,245.0,recycled_cardboard_box,10.0,energy_star,12999.0,168.75,9.43,157.82,1.30,0.20,C,usa,11000
P9002,TensorMax AI GPU Chip,ai_gpu_chip,TensorMax,south_korea,europe_west,ship,8517.0,0.079,electronics_mix,0.58,silicon_mix,0.42,228.0,recycled_cardboard_box,14.0,energy_star,11999.0,128.40,8.74,118.95,0.51,0.20,B,germany,8800
P9003,AccelEdge AI GPU Chip,ai_gpu_chip,AccelEdge,china,india,ship,2842.0,0.085,silicon_mix,0.72,copper,0.28,212.0,recycled_cardboard_box,8.0,none,10499.0,136.20,7.98,127.64,0.38,0.20,C,india,3800
